purchase_order_id,supplier_id,supplier_name,item_id,item_name,quantity,unit_cost,total_cost,order_date,expected_delivery,po_status
PO0486,SUP006,Bluechip Suppliers,P102,Printer,138,8562.92,1181682.96,2024-12-26,2025-01-08,Ordered
PO0487,SUP009,Smart Source,P110,UPS,56,4624.72,258984.32,2023-01-08,2023-01-22,Cancelled
PO0488,SUP004,Metro Distributors,P101,Laptop,120,34890.64,4186876.8,2024-01-27,2024-02-19,Delivered
PO0489,SUP006,Global Components,P113,SSD,53,3996.7,211825.1,2024-07-25,2024-08-12,Partially Delivered
PO0490,SUP009,Reliable Systems,P114,RAM,24,2279.16,54699.84,2024-04-23,2024-05-20,Cancelled
PO0491,SUP009,Vertex Traders,P105,Mouse,24,733.52,17604.48,2023-12-08,2024-01-02,Delivered
PO0492,SUP007,Smart Source,P114,RAM,148,2285.85,338305.8,2023-11-25,2023-12-22,Delivered
PO0493,SUP007,Smart Source,P107,Tablet,54,12218.73,659811.42,2024-06-04,2024-06-17,Delivered
PO0494,SUP006,Vertex Traders,P111,Desktop,53,27666.4,1466319.2,2023-08-10,2023-09-08,Ordered
PO0495,SUP003,Vertex Traders,P113,SSD,110,3303.48,363382.8,2023-06-12,2023-06-22,Ordered
PO0496,SUP007,Prime Supplies,P113,SSD,37,3904.92,144482.04,2023-12-28,2024-01-25,Partially Delivered
PO0497,SUP005,Prime Supplies,P108,Scanner,54,6799.54,367175.16,2023-07-13,2023-08-05,Ordered
PO0498,SUP002,Reliable Systems,P102,Printer,53,9454.51,501089.03,2023-09-09,2023-09-22,Delivered
PO0499,SUP007,National Electronics,P110,UPS,12,4718.51,56622.12,2024-09-12,2024-10-09,Delivered
PO0500,SUP001,Reliable Systems,P114,RAM,123,2135.32,262644.36,2024-02-24,2024-03-12,Partially Delivered
PO0501,SUP004,Prime Supplies,P114,RAM,23,3187.68,73316.64,2024-01-05,2024-01-23,Ordered
PO0502,SUP004,Apex Industrial,P108,Scanner,82,7069.0,579658.0,2023-01-20,2023-02-16,Ordered
PO0503,SUP004,Bluechip Suppliers,P101,Laptop,31,36123.81,1119838.11,2023-09-09,2023-09-25,Delivered
PO0504,SUP002,Apex Industrial,P103,Monitor,51,5114.91,260860.41,2024-04-19,2024-04-26,Delivered
PO0505,SUP009,Prime Supplies,P107,Tablet,11,16685.86,183544.46,2024-03-05,2024-03-10,Cancelled
PO0506,SUP002,National Electronics,P108,Scanner,19,6138.06,116623.14,2023-10-15,2023-11-01,Ordered
PO0507,SUP004,Bluechip Suppliers,P108,Scanner,121,7705.38,932350.98,2024-02-05,2024-02-19,Partially Delivered
PO0508,SUP003,Metro Distributors,P101,Laptop,13,36086.64,469126.32,2023-08-22,2023-09-10,Partially Delivered
PO0509,SUP003,Metro Distributors,P107,Tablet,33,15034.97,496154.01,2024-03-11,2024-04-06,Ordered
PO0510,SUP010,Reliable Systems,P104,Keyboard,60,1414.71,84882.6,2023-04-28,2023-05-03,Partially Delivered
PO0511,SUP004,Global Components,P112,Webcam,33,2686.4,88651.2,2023-11-03,2023-11-12,Cancelled
PO0512,SUP004,Smart Source,P106,Router,80,2869.92,229593.6,2023-10-22,2023-10-30,Delivered
PO0513,SUP006,Smart Source,P108,Scanner,130,7101.7,923221.0,2024-02-02,2024-02-23,Cancelled
PO0514,SUP005,Apex Industrial,P115,Headset,18,1623.83,29228.94,2024-12-10,2024-12-21,Partially Delivered
PO0515,SUP002,Smart Source,P103,Monitor,21,6365.09,133666.89,2024-03-14,2024-04-13,Partially Delivered
PO0516,SUP001,Global Components,P114,RAM,97,2204.1,213797.7,2024-07-17,2024-08-05,Cancelled
PO0517,SUP001,Prime Supplies,P110,UPS,58,3610.38,209402.04,2024-12-15,2024-12-25,Partially Delivered
PO0518,SUP005,Global Components,P109,Projector,66,19140.49,1263272.34,2023-10-01,2023-10-30,Cancelled
PO0519,SUP006,Metro Distributors,P103,Monitor,66,5044.8,332956.8,2024-03-14,2024-04-12,Cancelled
PO0520,SUP006,Reliable Systems,P110,UPS,75,4107.54,308065.5,2023-01-12,2023-01-22,Partially Delivered
PO0521,SUP009,Apex Industrial,P112,Webcam,67,2123.36,142265.12,2023-05-21,2023-06-08,Ordered
PO0522,SUP005,Global Components,P105,Mouse,129,541.7,69879.3,2024-06-12,2024-06-30,Ordered
PO0523,SUP006,Smart Source,P101,Laptop,96,30907.05,2967076.8,2023-12-12,2024-01-06,Partially Delivered
PO0524,SUP006,Apex Industrial,P103,Monitor,33,5337.96,176152.68,2023-10-13,2023-10-25,Ordered
PO0525,SUP009,Global Components,P114,RAM,18,2752.97,49553.46,2023-08-14,2023-09-03,Partially Delivered
PO0526,SUP007,Global Components,P111,Desktop,119,23728.88,2823736.72,2024-05-15,2024-06-09,Partially Delivered
PO0527,SUP005,Metro Distributors,P104,Keyboard,126,1262.8,159112.8,2024-06-19,2024-07-02,Cancelled
PO0528,SUP008,Vertex Traders,P101,Laptop,111,38416.12,4264189.32,2023-03-26,2023-04-17,Cancelled
PO0529,SUP007,Metro Distributors,P105,Mouse,116,724.25,84013.0,2023-05-15,2023-06-10,Cancelled
PO0530,SUP002,Bluechip Suppliers,P109,Projector,27,18489.04,499204.08,2023-11-01,2023-11-28,Partially Delivered
PO0531,SUP001,Prime Supplies,P114,RAM,142,2941.06,417630.52,2024-08-07,2024-08-13,Cancelled
PO0532,SUP009,Reliable Systems,P108,Scanner,52,6869.06,357191.12,2023-04-23,2023-04-28,Partially Delivered
PO0533,SUP001,Reliable Systems,P101,Laptop,126,37247.18,4693144.68,2024-07-29,2024-08-15,Delivered
PO0534,SUP006,ABC Technologies,P106,Router,115,2715.54,312287.1,2024-03-14,2024-03-20,Delivered
PO0535,SUP009,Metro Distributors,P112,Webcam,73,2186.44,159610.12,2024-03-11,2024-04-03,Delivered
PO0536,SUP004,ABC Technologies,P101,Laptop,111,34745.7,3856772.7,2024-03-26,2024-04-21,Cancelled
PO0537,SUP003,National Electronics,P108,Scanner,40,6786.78,271471.2,2023-05-19,2023-05-29,Cancelled
PO0538,SUP002,Apex Industrial,P115,Headset,131,1976.08,258866.48,2024-10-19,2024-11-01,Ordered
PO0539,SUP007,Vertex Traders,P113,SSD,141,3771.0,531711.0,2024-10-24,2024-11-14,Delivered
PO0540,SUP008,Metro Distributors,P109,Projector,94,21080.52,1981568.88,2023-02-17,2023-03-06,Cancelled
PO0541,SUP009,Apex Industrial,P104,Keyboard,87,1357.06,118064.22,2023-06-23,2023-07-20,Cancelled
PO0542,SUP006,ABC Technologies,P107,Tablet,16,16996.48,271943.68,2023-11-19,2023-12-19,Partially Delivered
PO0543,SUP008,ABC Technologies,P110,UPS,45,3550.2,159759.0,2023-05-01,2023-05-28,Partially Delivered
PO0544,SUP007,Smart Source,P111,Desktop,118,32738.93,3863193.74,2023-03-21,2023-04-12,Ordered
PO0545,SUP002,National Electronics,P107,Tablet,110,13459.16,1480507.6,2023-03-04,2023-04-02,Delivered
PO0546,SUP003,Bluechip Suppliers,P110,UPS,13,4154.22,54004.86,2024-08-17,2024-09-09,Ordered
PO0547,SUP009,Prime Supplies,P111,Desktop,147,34824.16,5119151.52,2024-05-17,2024-05-25,Cancelled
PO0548,SUP004,Smart Source,P112,Webcam,92,2687.14,247216.88,2023-07-28,2023-08-26,Ordered
PO0549,SUP005,Prime Supplies,P108,Scanner,11,6746.6,74212.6,2023-11-12,2023-12-06,Cancelled
PO0550,SUP010,Bluechip Suppliers,P110,UPS,84,3583.92,301049.28,2023-07-31,2023-08-27,Delivered
PO0551,SUP005,Apex Industrial,P115,Headset,32,1805.69,57782.08,2023-09-01,2023-09-16,Ordered
PO0552,SUP007,Smart Source,P102,Printer,82,7891.65,647115.3,2024-08-02,2024-08-26,Ordered
PO0553,SUP008,Metro Distributors,P107,Tablet,55,12519.16,688553.8,2023-12-15,2024-01-06,Ordered
PO0554,SUP005,Metro Distributors,P106,Router,76,2971.05,225799.8,2024-06-27,2024-07-07,Partially Delivered
PO0555,SUP002,Smart Source,P111,Desktop,72,33327.71,2399595.12,2024-12-15,2024-12-24,Ordered
PO0556,SUP007,Reliable Systems,P107,Tablet,130,15413.19,2003714.7,2023-01-06,2023-01-23,Delivered
PO0557,SUP010,ABC Technologies,P111,Desktop,39,27431.12,1069813.68,2024-10-22,2024-11-12,Ordered
PO0558,SUP003,Bluechip Suppliers,P107,Tablet,74,17924.4,1326405.6,2024-08-17,2024-09-14,Ordered
PO0559,SUP001,Global Components,P106,Router,10,2134.7,21347.0,2024-04-04,2024-05-03,Cancelled
PO0560,SUP008,ABC Technologies,P101,Laptop,49,33683.99,1650515.51,2023-11-02,2023-11-08,Delivered
PO0561,SUP002,Smart Source,P101,Laptop,141,36936.56,5208054.96,2023-02-02,2023-02-23,Delivered
PO0562,SUP009,Prime Supplies,P107,Tablet,48,15589.37,748289.76,2024-09-07,2024-09-25,Partially Delivered
PO0563,SUP001,ABC Technologies,P114,RAM,86,3050.39,262333.54,2023-12-01,2023-12-30,Cancelled
PO0564,SUP010,Prime Supplies,P103,Monitor,142,5618.34,797804.28,2024-08-16,2024-08-31,Cancelled
PO0565,SUP001,National Electronics,P111,Desktop,80,24219.1,1937528.0,2024-03-05,2024-03-27,Ordered
PO0566,SUP008,National Electronics,P112,Webcam,108,2584.24,279097.92,2023-06-25,2023-07-25,Cancelled
PO0567,SUP001,Metro Distributors,P103,Monitor,13,5737.93,74593.09,2024-06-27,2024-07-06,Ordered
PO0568,SUP004,Reliable Systems,P108,Scanner,24,7036.47,168875.28,2023-06-29,2023-07-17,Partially Delivered
PO0569,SUP003,Reliable Systems,P105,Mouse,65,583.04,37897.6,2024-09-01,2024-09-18,Partially Delivered
PO0570,SUP001,Reliable Systems,P109,Projector,134,22959.92,3076629.28,2023-03-25,2023-04-04,Delivered
PO0571,SUP007,Apex Industrial,P105,Mouse,51,672.56,34300.56,2024-01-18,2024-01-29,Ordered
PO0572,SUP008,Vertex Traders,P110,UPS,33,4989.82,164664.06,2023-06-09,2023-06-21,Delivered
PO0573,SUP008,National Electronics,P101,Laptop,56,35769.8,2003108.8,2023-09-30,2023-10-23,Ordered
PO0574,SUP003,Reliable Systems,P104,Keyboard,106,1340.47,142089.82,2024-04-04,2024-04-09,Delivered
PO0575,SUP001,Vertex Traders,P107,Tablet,91,12977.52,1180954.32,2024-12-07,2024-12-21,Partially Delivered
PO0576,SUP009,Smart Source,P104,Keyboard,118,1128.15,133121.7,2023-03-23,2023-04-19,Partially Delivered
PO0577,SUP005,Bluechip Suppliers,P113,SSD,81,4146.45,335862.45,2023-09-06,2023-09-23,Delivered
PO0578,SUP008,Metro Distributors,P102,Printer,100,9747.4,974740.0,2024-08-06,2024-08-25,Partially Delivered
PO0579,SUP004,National Electronics,P105,Mouse,112,606.0,67872.0,2023-07-22,2023-07-31,Ordered
PO0580,SUP010,Bluechip Suppliers,P107,Tablet,113,17424.86,1969009.18,2024-09-10,2024-10-09,Cancelled
PO0581,SUP010,Smart Source,P105,Mouse,28,529.92,14837.76,2024-08-18,2024-09-01,Delivered
PO0582,SUP009,National Electronics,P103,Monitor,22,6683.16,147029.52,2023-07-10,2023-08-03,Delivered
PO0583,SUP007,National Electronics,P103,Monitor,115,5752.82,661574.3,2023-05-12,2023-05-17,Cancelled
PO0584,SUP007,Prime Supplies,P102,Printer,126,10015.06,1261897.56,2024-08-05,2024-08-28,Delivered
PO0585,SUP003,Apex Industrial,P115,Headset,98,1591.41,155958.18,2024-08-27,2024-09-20,Delivered
PO0586,SUP009,Bluechip Suppliers,P104,Keyboard,92,1395.81,128414.52,2024-05-03,2024-05-20,Cancelled
PO0587,SUP007,ABC Technologies,P112,Webcam,136,2192.9,298234.4,2023-07-11,2023-07-27,Partially Delivered
PO0588,SUP009,Reliable Systems,P102,Printer,73,7517.31,548763.63,2023-06-26,2023-07-02,Delivered
PO0589,SUP004,Apex Industrial,P102,Printer,93,7320.51,680807.43,2024-06-24,2024-07-22,Ordered
PO0590,SUP002,Reliable Systems,P103,Monitor,42,5365.88,225366.96,2023-01-31,2023-02-05,Partially Delivered
PO0591,SUP002,Reliable Systems,P101,Laptop,129,41449.19,5346945.51,2023-05-31,2023-06-24,Delivered
PO0592,SUP004,Reliable Systems,P114,RAM,18,3082.62,55487.16,2024-07-31,2024-08-07,Ordered
PO0593,SUP006,Prime Supplies,P101,Laptop,62,35248.79,2185424.98,2024-08-11,2024-08-31,Cancelled
PO0594,SUP006,National Electronics,P103,Monitor,18,5819.45,104750.1,2024-07-07,2024-07-25,Partially Delivered
PO0595,SUP010,Prime Supplies,P103,Monitor,44,5112.44,224947.36,2023-01-12,2023-01-27,Ordered
PO0596,SUP010,Smart Source,P109,Projector,56,17361.67,972253.52,2023-08-26,2023-08-31,Cancelled
PO0597,SUP010,National Electronics,P107,Tablet,36,16207.74,583478.64,2023-09-25,2023-10-17,Delivered
PO0598,SUP006,National Electronics,P115,Headset,149,1983.28,295508.72,2023-02-04,2023-03-01,Delivered
PO0599,SUP004,ABC Technologies,P115,Headset,11,1381.33,15194.63,2024-11-05,2024-11-21,Cancelled
PO0600,SUP010,Vertex Traders,P110,UPS,114,4036.27,460134.78,2024-06-22,2024-07-10,Cancelled
PO0601,SUP004,Reliable Systems,P103,Monitor,84,6438.98,540874.32,2023-01-07,2023-01-21,Cancelled
PO0602,SUP002,Metro Distributors,P105,Mouse,40,686.92,27476.8,2023-11-22,2023-12-04,Cancelled
PO0603,SUP001,Smart Source,P111,Desktop,90,33815.29,3043376.1,2023-04-10,2023-04-15,Cancelled
PO0604,SUP006,ABC Technologies,P108,Scanner,60,7055.74,423344.4,2023-03-17,2023-04-06,Delivered
PO0605,SUP001,Prime Supplies,P107,Tablet,32,17099.96,547198.72,2024-11-10,2024-11-20,Partially Delivered
PO0606,SUP004,Metro Distributors,P114,RAM,28,2763.5,77378.0,2024-06-12,2024-07-02,Cancelled
PO0607,SUP005,Reliable Systems,P101,Laptop,58,31974.05,1854494.9,2023-07-08,2023-08-07,Partially Delivered
PO0608,SUP005,Smart Source,P114,RAM,124,2416.74,299675.76,2024-09-15,2024-09-20,Cancelled
PO0609,SUP003,Metro Distributors,P101,Laptop,123,38746.89,4765867.47,2024-07-01,2024-07-19,Partially Delivered
PO0610,SUP006,Global Components,P102,Printer,11,9090.58,99996.38,2024-04-26,2024-05-14,Ordered
PO0611,SUP006,Global Components,P113,SSD,130,4064.29,528357.7,2024-12-05,2024-12-27,Cancelled
PO0612,SUP010,Vertex Traders,P112,Webcam,71,2682.57,190462.47,2023-06-20,2023-07-12,Ordered
PO0613,SUP010,Global Components,P105,Mouse,100,598.55,59855.0,2023-09-19,2023-09-25,Partially Delivered
PO0614,SUP002,Global Components,P109,Projector,10,18292.23,182922.3,2024-07-11,2024-08-08,Partially Delivered
PO0615,SUP006,Metro Distributors,P115,Headset,125,1507.61,188451.25,2024-09-26,2024-10-13,Ordered
PO0616,SUP001,ABC Technologies,P115,Headset,111,1353.76,150267.36,2024-05-18,2024-06-07,Partially Delivered
PO0617,SUP005,Vertex Traders,P101,Laptop,72,40883.91,2943641.52,2023-01-13,2023-02-09,Partially Delivered
PO0618,SUP004,Apex Industrial,P102,Printer,148,7594.65,1124008.2,2023-01-19,2023-02-17,Delivered
PO0619,SUP004,Apex Industrial,P103,Monitor,30,6330.25,189907.5,2023-01-25,2023-02-20,Cancelled
PO0620,SUP009,Vertex Traders,P107,Tablet,51,17163.39,875332.89,2023-02-10,2023-02-22,Cancelled
PO0621,SUP001,Smart Source,P111,Desktop,81,31017.11,2512385.91,2024-12-11,2025-01-08,Ordered
PO0622,SUP006,Global Components,P103,Monitor,110,5172.07,568927.7,2024-09-14,2024-10-11,Cancelled
PO0623,SUP004,Vertex Traders,P105,Mouse,121,686.51,83067.71,2023-07-31,2023-08-11,Cancelled
PO0624,SUP008,Reliable Systems,P103,Monitor,61,4533.19,276524.59,2023-07-14,2023-08-07,Partially Delivered
PO0625,SUP007,Smart Source,P114,RAM,15,2663.58,39953.7,2024-06-03,2024-06-09,Ordered
PO0626,SUP003,ABC Technologies,P109,Projector,133,23736.16,3156909.28,2023-02-13,2023-03-09,Ordered
PO0627,SUP005,Metro Distributors,P110,UPS,33,4273.53,141026.49,2024-12-10,2025-01-04,Ordered
PO0628,SUP007,National Electronics,P102,Printer,61,9050.7,552092.7,2023-05-29,2023-06-28,Ordered
PO0629,SUP009,ABC Technologies,P102,Printer,95,8533.61,810692.95,2024-07-20,2024-08-04,Partially Delivered
PO0630,SUP002,Apex Industrial,P103,Monitor,112,4978.33,557572.96,2024-11-04,2024-11-12,Cancelled
PO0631,SUP003,Prime Supplies,P101,Laptop,85,42412.92,3605098.2,2024-12-01,2024-12-27,Ordered
PO0632,SUP001,Smart Source,P106,Router,67,2555.65,171228.55,2024-04-26,2024-05-22,Cancelled
PO0633,SUP001,Bluechip Suppliers,P105,Mouse,103,687.02,70763.06,2023-10-31,2023-11-20,Delivered
PO0634,SUP007,Global Components,P115,Headset,60,1377.55,82653.0,2023-03-07,2023-03-21,Partially Delivered
PO0635,SUP008,National Electronics,P112,Webcam,72,2313.52,166573.44,2024-03-07,2024-04-06,Cancelled
PO0636,SUP010,National Electronics,P103,Monitor,114,4831.52,550793.28,2023-12-01,2023-12-28,Ordered
PO0637,SUP007,Global Components,P106,Router,69,2950.03,203552.07,2023-05-22,2023-06-19,Partially Delivered
PO0638,SUP001,Metro Distributors,P101,Laptop,43,33109.55,1423710.65,2024-07-22,2024-08-10,Cancelled
PO0639,SUP004,ABC Technologies,P109,Projector,112,15806.72,1770352.64,2023-02-23,2023-03-12,Cancelled
PO0640,SUP001,Prime Supplies,P107,Tablet,71,14964.22,1062459.62,2023-01-09,2023-01-25,Ordered
PO0641,SUP009,Apex Industrial,P111,Desktop,119,26451.37,3147713.03,2023-01-09,2023-02-02,Ordered
PO0642,SUP003,ABC Technologies,P101,Laptop,65,36299.62,2359475.3,2024-08-29,2024-09-06,Delivered
PO0643,SUP010,Reliable Systems,P111,Desktop,17,24903.85,423365.45,2023-05-19,2023-05-24,Partially Delivered
PO0644,SUP006,Apex Industrial,P103,Monitor,61,6241.74,380746.14,2024-04-16,2024-05-15,Cancelled
PO0645,SUP003,National Electronics,P112,Webcam,103,1982.01,204147.03,2023-04-25,2023-05-18,Ordered
PO0646,SUP006,Smart Source,P101,Laptop,146,33955.74,4957538.04,2023-05-17,2023-06-05,Partially Delivered
PO0647,SUP010,Prime Supplies,P111,Desktop,92,26348.15,2424029.8,2023-10-07,2023-11-01,Ordered
PO0648,SUP005,Vertex Traders,P106,Router,83,2709.52,224890.16,2024-09-11,2024-09-25,Delivered
PO0649,SUP009,Global Components,P109,Projector,33,16444.59,542671.47,2023-01-17,2023-02-11,Cancelled
PO0650,SUP006,National Electronics,P106,Router,99,2480.86,245605.14,2023-10-18,2023-11-01,Cancelled
PO0651,SUP003,Global Components,P103,Monitor,52,5833.08,303320.16,2024-12-03,2024-12-19,Cancelled
PO0652,SUP007,ABC Technologies,P110,UPS,136,3394.2,461611.2,2024-12-17,2025-01-04,Delivered
PO0653,SUP005,Bluechip Suppliers,P113,SSD,114,3194.21,364139.94,2024-03-06,2024-03-15,Cancelled
PO0654,SUP003,National Electronics,P101,Laptop,124,27657.28,3429502.72,2024-04-04,2024-04-29,Cancelled
PO0655,SUP009,Vertex Traders,P101,Laptop,43,30451.1,1309397.3,2023-03-06,2023-03-22,Ordered
PO0656,SUP002,Smart Source,P102,Printer,105,10037.61,1053949.05,2024-11-28,2024-12-03,Delivered
PO0657,SUP007,ABC Technologies,P111,Desktop,33,28431.82,938250.06,2023-04-07,2023-04-22,Partially Delivered
PO0658,SUP003,Reliable Systems,P109,Projector,122,20205.49,2465069.78,2024-01-18,2024-01-27,Partially Delivered
PO0659,SUP008,Apex Industrial,P102,Printer,63,7483.06,471432.78,2023-12-01,2023-12-15,Partially Delivered
PO0660,SUP002,Vertex Traders,P101,Laptop,106,42029.44,4455120.64,2024-01-10,2024-01-21,Cancelled
PO0661,SUP010,Global Components,P110,UPS,23,3874.77,89119.71,2024-04-16,2024-04-24,Cancelled
PO0662,SUP004,National Electronics,P107,Tablet,86,17694.24,1521704.64,2024-02-19,2024-03-13,Partially Delivered
PO0663,SUP010,Smart Source,P107,Tablet,41,15754.61,645939.01,2023-07-19,2023-08-03,Partially Delivered
PO0664,SUP008,ABC Technologies,P111,Desktop,127,28089.45,3567360.15,2023-01-08,2023-01-24,Delivered
PO0665,SUP005,Metro Distributors,P104,Keyboard,132,1447.69,191095.08,2023-04-01,2023-04-23,Ordered
PO0666,SUP010,Vertex Traders,P113,SSD,35,3955.04,138426.4,2023-06-17,2023-06-22,Cancelled
PO0667,SUP010,Smart Source,P108,Scanner,71,5843.49,414887.79,2023-05-28,2023-06-24,Delivered
PO0668,SUP005,ABC Technologies,P113,SSD,44,3372.05,148370.2,2024-02-19,2024-03-04,Delivered
PO0669,SUP008,National Electronics,P114,RAM,44,2457.26,108119.44,2023-06-17,2023-07-04,Delivered
PO0670,SUP003,Metro Distributors,P105,Mouse,52,613.61,31907.72,2023-08-31,2023-09-24,Partially Delivered
PO0671,SUP003,ABC Technologies,P111,Desktop,46,23688.85,1089687.1,2023-09-02,2023-09-28,Ordered
PO0672,SUP004,Prime Supplies,P105,Mouse,10,512.62,5126.2,2024-09-23,2024-10-04,Partially Delivered
PO0673,SUP002,Apex Industrial,P105,Mouse,45,552.35,24855.75,2023-11-01,2023-11-21,Delivered
PO0674,SUP006,Global Components,P115,Headset,12,1895.78,22749.36,2024-05-09,2024-05-24,Partially Delivered
PO0675,SUP001,Smart Source,P114,RAM,78,2876.65,224378.7,2023-05-10,2023-05-27,Partially Delivered
PO0676,SUP001,ABC Technologies,P107,Tablet,27,13431.48,362649.96,2023-08-15,2023-08-23,Cancelled
PO0677,SUP003,Prime Supplies,P113,SSD,82,4649.72,381277.04,2023-08-07,2023-09-02,Cancelled
PO0678,SUP008,Smart Source,P111,Desktop,48,34611.5,1661352.0,2024-05-19,2024-06-07,Delivered
PO0679,SUP001,National Electronics,P104,Keyboard,29,1213.65,35195.85,2024-06-02,2024-06-29,Cancelled
PO0680,SUP008,ABC Technologies,P115,Headset,86,1845.68,158728.48,2023-01-29,2023-02-28,Delivered
PO0681,SUP001,Vertex Traders,P109,Projector,102,15839.82,1615661.64,2024-01-23,2024-02-22,Partially Delivered
PO0682,SUP005,Global Components,P103,Monitor,138,6310.76,870884.88,2023-05-19,2023-06-13,Ordered
PO0683,SUP001,Prime Supplies,P111,Desktop,131,33067.68,4331866.08,2023-11-01,2023-11-29,Cancelled
PO0684,SUP006,Bluechip Suppliers,P105,Mouse,14,677.36,9483.04,2024-03-20,2024-04-09,Delivered
PO0685,SUP001,National Electronics,P107,Tablet,126,14873.64,1874078.64,2024-01-16,2024-02-08,Delivered
PO0686,SUP009,Vertex Traders,P101,Laptop,20,31176.65,623533.0,2024-02-19,2024-03-01,Cancelled
PO0687,SUP010,Smart Source,P115,Headset,77,2001.02,154078.54,2023-03-14,2023-03-28,Partially Delivered
PO0688,SUP009,Metro Distributors,P106,Router,134,2602.97,348797.98,2023-08-02,2023-08-10,Cancelled
PO0689,SUP002,Reliable Systems,P112,Webcam,148,2439.74,361081.52,2024-09-04,2024-10-04,Cancelled
PO0690,SUP010,Metro Distributors,P101,Laptop,90,39708.01,3573720.9,2023-01-15,2023-01-29,Delivered
PO0691,SUP004,Prime Supplies,P114,RAM,116,2973.59,344936.44,2024-03-22,2024-04-05,Delivered
PO0692,SUP002,Prime Supplies,P112,Webcam,66,2696.35,177959.1,2023-09-21,2023-10-08,Ordered
PO0693,SUP002,Global Components,P103,Monitor,150,5805.74,870861.0,2024-06-30,2024-07-30,Partially Delivered
PO0694,SUP005,ABC Technologies,P110,UPS,83,4312.29,357920.07,2023-12-14,2023-12-26,Ordered
PO0695,SUP003,Prime Supplies,P112,Webcam,28,1935.15,54184.2,2024-04-06,2024-04-24,Delivered
PO0696,SUP005,Prime Supplies,P114,RAM,145,2891.65,419289.25,2023-11-08,2023-11-28,Delivered
PO0697,SUP008,Global Components,P106,Router,111,2675.89,297023.79,2024-05-31,2024-06-27,Delivered
PO0698,SUP009,Smart Source,P115,Headset,42,1467.62,61640.04,2024-06-22,2024-07-17,Ordered
PO0699,SUP007,Bluechip Suppliers,P106,Router,149,2946.16,438977.84,2023-10-25,2023-11-01,Ordered
PO0700,SUP005,Apex Industrial,P107,Tablet,29,18617.17,539897.93,2023-07-24,2023-08-20,Partially Delivered
PO0701,SUP009,Reliable Systems,P107,Tablet,88,15185.75,1336346.0,2024-08-11,2024-09-04,Cancelled
PO0702,SUP010,Reliable Systems,P101,Laptop,93,35229.71,3276363.03,2024-12-04,2024-12-23,Cancelled
PO0703,SUP008,Prime Supplies,P104,Keyboard,148,1120.38,165816.24,2023-01-04,2023-01-28,Delivered
PO0704,SUP010,Prime Supplies,P107,Tablet,40,12434.59,497383.6,2024-07-10,2024-07-16,Cancelled
PO0705,SUP007,Vertex Traders,P102,Printer,108,8042.79,868621.32,2023-01-08,2023-01-16,Partially Delivered
PO0706,SUP007,Reliable Systems,P115,Headset,91,1847.37,168110.67,2024-12-01,2024-12-22,Partially Delivered
PO0707,SUP006,Smart Source,P108,Scanner,143,7924.01,1133133.43,2023-11-27,2023-12-12,Partially Delivered
PO0708,SUP001,ABC Technologies,P102,Printer,54,7517.16,405926.64,2024-03-17,2024-03-30,Ordered
PO0709,SUP007,Bluechip Suppliers,P107,Tablet,144,15046.31,2166668.64,2024-06-17,2024-07-17,Delivered
PO0710,SUP006,Reliable Systems,P105,Mouse,24,591.5,14196.0,2024-02-29,2024-03-17,Partially Delivered
PO0711,SUP005,Global Components,P102,Printer,49,7230.45,354292.05,2023-09-20,2023-10-04,Cancelled
PO0712,SUP009,National Electronics,P115,Headset,85,1323.56,112502.6,2023-07-26,2023-08-06,Cancelled
PO0713,SUP001,Global Components,P101,Laptop,141,39132.97,5517748.77,2023-11-22,2023-12-12,Cancelled
PO0714,SUP005,Reliable Systems,P101,Laptop,72,33623.14,2420866.08,2023-02-16,2023-03-12,Delivered
PO0715,SUP003,ABC Technologies,P115,Headset,64,1689.14,108104.96,2024-02-26,2024-03-03,Partially Delivered
PO0716,SUP001,Apex Industrial,P112,Webcam,22,2278.94,50136.68,2024-07-01,2024-07-13,Partially Delivered
PO0717,SUP001,Apex Industrial,P112,Webcam,27,1964.09,53030.43,2024-11-15,2024-12-08,Cancelled
PO0718,SUP008,Apex Industrial,P111,Desktop,26,33478.27,870435.02,2024-05-02,2024-05-26,Cancelled
PO0719,SUP005,Global Components,P103,Monitor,79,5207.92,411425.68,2023-06-06,2023-06-28,Delivered
PO0720,SUP005,Vertex Traders,P106,Router,109,2564.86,279569.74,2024-06-23,2024-06-28,Ordered
PO0721,SUP008,Reliable Systems,P108,Scanner,62,6233.72,386490.64,2024-01-22,2024-02-20,Ordered
PO0722,SUP010,Reliable Systems,P110,UPS,92,4196.88,386112.96,2024-10-16,2024-10-28,Ordered
PO0723,SUP009,ABC Technologies,P115,Headset,96,1740.82,167118.72,2024-10-05,2024-11-03,Delivered
PO0724,SUP005,Prime Supplies,P111,Desktop,120,23113.73,2773647.6,2024-09-23,2024-10-06,Ordered
PO0725,SUP010,Prime Supplies,P113,SSD,69,4624.59,319096.71,2023-12-29,2024-01-19,Partially Delivered
PO0726,SUP004,Reliable Systems,P109,Projector,81,20528.4,1662800.4,2023-01-18,2023-02-06,Delivered
PO0727,SUP008,Smart Source,P101,Laptop,68,28945.54,1968296.72,2024-03-26,2024-04-21,Partially Delivered
PO0728,SUP002,Reliable Systems,P109,Projector,121,19266.32,2331224.72,2024-09-16,2024-10-02,Ordered
