asset_id,location,install_year,last_maintenance_year,usage_hours_per_month,failure_count,condition_score,maintenance_cost_last_year,asset_type,operational_state,disposal_decision
A0560,ZoneX,2018,2024,102.93,2,0.5962584145192625,1526.99,Sensor,Degraded,Retain
A0561,ZoneX,2015,2018,118.96,1,0.2251813823567811,1822.94,Sensor,Obsolete,Discard
A0562,ZoneY,2012,2019,87.78,4,0.5805035201520706,1206.12,Transformer,Degraded,Retain
A0563,SiteB,2007,2013,65.56,4,0.5217417008658234,1294.15,Transformer,Obsolete,Recycle
A0564,ZoneX,2019,2020,89.28,2,0.3213285112285578,1211.8,Meter,Obsolete,Sell
A0565,ZoneY,2013,2016,62.28,3,0.4630130484509742,1842.68,Transformer,Degraded,Recycle
A0566,ZoneX,2005,2010,124.08,2,0.3762616861115407,1017.13,Transformer,Obsolete,Discard
A0567,SiteA,2002,2009,127.28,3,0.7487704783554976,1900.03,Transformer,Obsolete,Sell
A0568,SiteB,2021,2025,127.22,2,0.6147576376661151,1575.37,Meter,Degraded,Retain
A0569,SiteA,2010,2014,74.67,3,0.8075180667530731,1654.1,Transformer,Obsolete,Discard
A0570,ZoneX,2006,2015,87.72,4,0.9198055015755706,1419.83,Meter,Obsolete,Recycle
A0571,ZoneX,2009,2011,119.44,2,0.1469033524170825,1806.03,Meter,Obsolete,Sell
A0572,SiteA,2023,2024,71.03,2,0.4721897174514846,995.34,Sensor,Degraded,Retain
A0573,ZoneY,2008,2009,77.84,3,0.3542274459176595,1363.46,Sensor,Obsolete,Recycle
A0574,ZoneX,2013,2016,59.92,3,0.439372477695873,870.78,Meter,Degraded,Retain
A0575,SiteA,2023,2025,67.21,2,0.5680126658141939,1391.35,Meter,Degraded,Recycle
A0576,ZoneY,2000,2007,53.38,1,0.794983064722073,1637.27,Meter,Obsolete,Sell
A0577,SiteA,2013,2016,57.9,3,0.8047299929412353,947.19,Transformer,Degraded,Retain
A0578,ZoneY,2015,2017,69.65,5,0.4507177174464482,207.39,Sensor,Degraded,Recycle
A0579,SiteA,2019,2025,104.71,2,0.2385386327509634,457.12,Sensor,Obsolete,Recycle
A0580,ZoneX,2001,2010,105.26,4,0.6794852917838224,747.75,Sensor,Obsolete,Discard
A0581,ZoneX,2000,2006,79.08,2,0.3598547514802184,316.1,Transformer,Obsolete,Discard
A0582,SiteA,2014,2015,89.58,3,0.4639740897672811,1980.7,Meter,Degraded,Recycle
A0583,ZoneX,2016,2025,73.05,2,0.1187105512436794,1894.19,Transformer,Obsolete,Recycle
A0584,ZoneX,2007,2007,138.25,2,0.6638697595268734,302.78,Transformer,Obsolete,Discard
A0585,ZoneY,2011,2020,91.22,7,0.5766664138644172,1163.85,Transformer,Obsolete,Discard
A0586,SiteA,2019,2025,112.95,5,0.5131147735561756,1876.78,Transformer,Degraded,Retain
A0587,ZoneX,2012,2016,67.8,3,0.6996478761168539,1264.43,Sensor,Degraded,Recycle
A0588,ZoneY,2006,2007,60.08,1,0.0382645260473229,1837.26,Meter,Obsolete,Recycle
A0589,ZoneY,2019,2025,55.71,3,0.0958234196218843,1240.53,Meter,Obsolete,Discard
A0590,SiteB,2000,2002,148.54,2,0.408272264887509,253.62,Transformer,Obsolete,Sell
A0591,ZoneY,2007,2007,59.91,2,0.6482260877687132,1029.05,Meter,Obsolete,Sell
A0592,ZoneX,2021,2023,137.78,2,0.4570694182942437,1425.02,Sensor,Degraded,Retain
A0593,ZoneX,2015,2022,142.27,0,0.1415481744129637,1643.45,Transformer,Obsolete,Recycle
A0594,ZoneX,2019,2021,123.7,1,0.7231366048239232,1410.19,Sensor,Degraded,Recycle
A0595,SiteB,2018,2025,145.7,3,0.6897927515304578,1499.57,Meter,Degraded,Retain
A0596,SiteB,2010,2019,81.14,3,0.4468107747591796,1661.54,Transformer,Obsolete,Sell
A0597,SiteB,2005,2005,147.62,1,0.5422617882963175,1479.61,Meter,Obsolete,Sell
A0598,SiteA,2011,2012,109.57,1,0.698226879701713,875.18,Meter,Degraded,Recycle
A0599,SiteA,2015,2015,153.82,4,0.8861466181963463,1283.04,Transformer,Degraded,Recycle
A0600,SiteA,2003,2008,129.41,1,0.7478283365984059,1115.65,Sensor,Obsolete,Recycle
A0601,ZoneY,2019,2019,89.25,5,0.482652133091458,1400.67,Meter,Degraded,Recycle
A0602,ZoneY,2021,2023,126.31,3,0.8790462219755235,382.3,Sensor,Degraded,Retain
A0603,SiteA,2010,2013,65.18,1,0.788095183356042,265.57,Sensor,Obsolete,Discard
A0604,ZoneY,2011,2013,92.91,5,0.4299312832908359,1754.17,Sensor,Degraded,Retain
A0605,ZoneY,2011,2012,59.8,3,0.4881567012590487,1631.52,Meter,Degraded,Recycle
A0606,ZoneX,2017,2017,84.55,5,0.5914404111089681,1839.48,Transformer,Degraded,Recycle
A0607,ZoneY,2006,2015,84.93,3,0.1438259196748552,235.0,Sensor,Obsolete,Discard
A0608,ZoneX,2015,2019,124.15,3,0.6840707405869729,978.98,Meter,Degraded,Retain
A0609,ZoneY,2013,2014,135.58,1,0.6975213531214255,842.1,Meter,Degraded,Retain
A0610,ZoneY,2004,2008,115.05,1,0.6280428770864909,1926.24,Sensor,Obsolete,Discard
A0611,SiteA,2001,2010,82.25,5,0.4738694211705713,759.87,Sensor,Obsolete,Sell
A0612,SiteB,2001,2009,114.44,0,0.3074792527777434,1611.7,Transformer,Obsolete,Recycle
A0613,SiteA,2011,2013,84.67,1,0.0405429764504771,1408.35,Sensor,Obsolete,Discard
A0614,SiteA,2017,2023,105.21,1,0.4212735842131226,283.53,Transformer,Degraded,Retain
A0615,ZoneY,2006,2014,128.6,3,0.5063828996075777,1031.25,Sensor,Obsolete,Sell
A0616,ZoneY,2007,2010,83.21,2,0.3174327512714932,1323.55,Sensor,Obsolete,Sell
A0617,SiteA,2013,2018,75.51,5,0.7587227798087515,784.47,Sensor,Degraded,Recycle
A0618,SiteB,2010,2013,161.75,5,0.9481485881092055,1075.53,Sensor,Obsolete,Recycle
A0619,ZoneX,2009,2014,121.44,3,0.468572224248077,348.93,Meter,Obsolete,Recycle
A0620,SiteB,2004,2004,140.63,2,0.3905458460087304,507.38,Sensor,Obsolete,Recycle
A0621,SiteB,2022,2025,111.79,1,0.5841431615538238,989.63,Meter,Degraded,Retain
A0622,SiteA,2012,2021,91.99,5,0.5382494671789514,809.4,Transformer,Degraded,Retain
A0623,ZoneY,2013,2021,129.21,4,0.4069546108932438,1662.34,Sensor,Degraded,Recycle
A0624,ZoneX,2006,2014,111.94,4,0.188458728496017,1405.92,Transformer,Obsolete,Sell
A0625,SiteA,2021,2025,86.56,4,0.1379732584539676,370.2,Sensor,Obsolete,Discard
A0626,ZoneX,2014,2014,94.29,2,0.6869605936763585,1909.69,Transformer,Degraded,Recycle
A0627,SiteB,2007,2014,114.71,1,0.6386439183890421,1350.9,Meter,Obsolete,Recycle
A0628,SiteB,2007,2014,63.01,3,0.5188626815681572,924.31,Sensor,Obsolete,Recycle
A0629,SiteA,2002,2006,100.88,2,0.572912394288529,1908.05,Transformer,Obsolete,Sell
A0630,SiteA,2019,2024,90.43,3,0.4717529098097686,376.14,Sensor,Degraded,Retain
A0631,ZoneY,2016,2024,100.88,3,0.1126003622466364,1202.03,Transformer,Obsolete,Sell
A0632,ZoneY,2000,2000,131.26,0,0.6481764963240274,1470.78,Transformer,Obsolete,Recycle
A0633,ZoneX,2010,2017,125.67,3,0.418511996455398,1134.49,Transformer,Obsolete,Recycle
A0634,ZoneY,2009,2016,101.09,2,0.6803759698605654,360.6,Meter,Obsolete,Sell
A0635,ZoneX,2013,2018,155.03,1,0.717712206784674,244.46,Meter,Degraded,Retain
A0636,SiteB,2002,2006,49.77,1,0.4396831248144608,1443.11,Meter,Obsolete,Recycle
A0637,SiteB,2012,2018,114.13,3,0.0036647026776742,1129.04,Meter,Obsolete,Discard
A0638,SiteA,2003,2005,74.56,3,0.6389830963943994,902.68,Meter,Obsolete,Recycle
A0639,ZoneY,2001,2005,105.35,2,0.4526130434401474,976.99,Sensor,Obsolete,Recycle
A0640,SiteA,2021,2021,120.93,2,0.4405456888995107,441.56,Meter,Degraded,Retain
A0641,ZoneY,2009,2009,138.13,3,0.6883513092404658,1768.4,Sensor,Obsolete,Sell
A0642,SiteB,2009,2015,86.58,3,0.7426653648691555,1371.42,Meter,Obsolete,Discard
A0643,ZoneY,2011,2016,54.39,3,0.5746668691955582,452.3,Sensor,Degraded,Recycle
A0644,ZoneY,2012,2020,95.44,1,0.6905331059960227,1930.55,Sensor,Degraded,Recycle
A0645,ZoneX,2002,2004,112.87,1,0.6209692051584226,1914.81,Meter,Obsolete,Recycle
A0646,SiteB,2002,2005,175.22,4,0.1656918433041811,534.68,Sensor,Obsolete,Recycle
A0647,SiteA,2017,2021,116.95,5,0.3458767349856108,1875.96,Sensor,Obsolete,Recycle
A0648,SiteB,2007,2009,138.15,4,0.743384832914058,1086.24,Meter,Obsolete,Discard
A0649,SiteB,2003,2007,81.97,2,0.6649658647706674,284.03,Sensor,Obsolete,Discard
A0650,ZoneX,2016,2024,100.76,5,0.864528835137125,1114.22,Transformer,Degraded,Retain
A0651,SiteA,2001,2006,137.72,0,0.8130670349123256,815.64,Sensor,Obsolete,Discard
A0652,SiteA,2020,2025,71.18,1,0.5555037733614451,1543.36,Sensor,Degraded,Recycle
A0653,SiteB,2021,2024,149.6,4,0.3106536156440671,1515.22,Transformer,Obsolete,Recycle
A0654,ZoneY,2016,2016,111.79,1,0.4575611509176295,1982.4,Sensor,Degraded,Retain
A0655,SiteB,2018,2025,128.16,3,0.1853118192893573,580.17,Transformer,Obsolete,Sell
A0656,ZoneX,2019,2023,64.89,3,0.1712222039307989,988.46,Transformer,Obsolete,Discard
A0657,SiteA,2018,2025,81.07,4,0.5153211236862155,1149.18,Sensor,Degraded,Retain
A0658,ZoneY,2021,2023,71.41,4,0.6343531937692896,840.39,Sensor,Degraded,Recycle
A0659,ZoneY,2019,2023,115.07,2,0.2041857827315565,1404.89,Meter,Obsolete,Discard
A0660,ZoneX,2009,2017,124.52,1,0.6121513455471933,699.37,Transformer,Obsolete,Recycle
A0661,ZoneX,2015,2019,122.52,5,0.562169749382677,1068.36,Transformer,Degraded,Recycle
A0662,ZoneY,2020,2025,121.67,1,0.5968339546163989,454.74,Transformer,Degraded,Recycle
A0663,ZoneY,2018,2020,119.88,4,0.3974075713241907,288.49,Meter,Obsolete,Recycle
A0664,ZoneX,2012,2015,138.41,1,0.4315164568246754,986.91,Sensor,Degraded,Retain
A0665,ZoneY,2000,2005,81.28,2,0.5464544365358728,397.35,Sensor,Obsolete,Sell
A0666,ZoneY,2001,2002,81.93,1,0.6449409467590044,454.03,Meter,Obsolete,Discard
A0667,SiteA,2008,2015,52.95,5,0.2229101485950964,879.3,Meter,Obsolete,Sell
A0668,ZoneX,2008,2009,90.09,2,0.2350027948418473,965.64,Sensor,Obsolete,Discard
A0669,SiteA,2006,2006,156.37,3,0.5057359973701347,1968.64,Transformer,Obsolete,Discard
A0670,ZoneX,2011,2012,103.64,2,0.2443533666899022,783.99,Transformer,Obsolete,Sell
A0671,ZoneX,2001,2010,122.56,5,0.5481122667221315,1734.37,Meter,Obsolete,Discard
A0672,ZoneY,2001,2005,68.86,3,0.5641269738109496,496.15,Sensor,Obsolete,Discard
A0673,SiteB,2008,2014,78.48,3,0.461536759950556,1128.7,Sensor,Obsolete,Sell
A0674,SiteA,2020,2021,72.46,5,0.1988567353772765,804.7,Sensor,Obsolete,Recycle
A0675,SiteA,2008,2016,55.68,2,0.3341977113731265,1709.39,Sensor,Obsolete,Discard
A0676,SiteA,2009,2017,118.43,2,0.7294176900307259,1089.22,Sensor,Obsolete,Recycle
A0677,ZoneY,2008,2014,61.66,3,0.4916320337917917,721.79,Transformer,Obsolete,Discard
A0678,ZoneY,2012,2021,110.11,0,0.8685044265077951,1710.57,Transformer,Degraded,Recycle
A0679,SiteA,2014,2020,58.88,6,0.964255323435996,1680.77,Transformer,Obsolete,Recycle
A0680,SiteB,2023,2024,73.19,3,0.1196992229947247,663.85,Meter,Obsolete,Discard
A0681,ZoneX,2022,2025,123.7,4,0.524597239152215,357.64,Sensor,Degraded,Recycle
A0682,SiteA,2001,2008,130.59,0,0.032450112912357,404.77,Sensor,Obsolete,Recycle
A0683,SiteB,2006,2009,66.44,1,0.4968011008305139,1331.38,Sensor,Obsolete,Discard
A0684,ZoneX,2000,2007,111.79,3,0.1313229074901267,1055.65,Sensor,Obsolete,Recycle
A0685,ZoneY,2012,2018,109.06,3,0.1179669912688829,1447.94,Transformer,Obsolete,Recycle
A0686,ZoneX,2010,2015,102.2,3,0.79233454344082,1276.95,Sensor,Obsolete,Sell
A0687,SiteB,2003,2007,88.41,0,0.3961297524317076,351.9,Transformer,Obsolete,Recycle
A0688,SiteA,2021,2025,63.72,5,0.5747302963382651,1611.11,Meter,Degraded,Retain
A0689,SiteA,2000,2002,56.32,2,0.554344066143714,1930.01,Meter,Obsolete,Sell
A0690,SiteB,2002,2004,93.35,3,0.1836182428749389,1561.77,Meter,Obsolete,Discard
A0691,ZoneX,2020,2021,123.34,1,0.2761197052912325,1418.73,Meter,Obsolete,Recycle
A0692,ZoneY,2010,2016,128.36,2,0.2343151338689245,1541.26,Sensor,Obsolete,Recycle
A0693,SiteA,2023,2024,47.65,4,0.1523487089307293,378.14,Transformer,Obsolete,Sell
A0694,ZoneX,2005,2006,124.27,1,0.3296544414781733,688.5,Meter,Obsolete,Recycle
A0695,SiteA,2016,2016,86.57,2,0.5558969003140422,622.07,Sensor,Degraded,Recycle
A0696,ZoneX,2015,2023,125.69,2,0.3065059697300166,633.58,Sensor,Obsolete,Sell
A0697,SiteA,2015,2016,83.47,1,0.4269675312991595,1159.18,Transformer,Degraded,Recycle
A0698,SiteA,2005,2014,40.62,1,0.2935083539831855,1513.42,Transformer,Obsolete,Sell
A0699,SiteB,2013,2022,138.23,2,0.8486168835429381,1844.2,Meter,Degraded,Recycle
A0700,ZoneX,2021,2025,92.31,4,0.4795380322864689,1536.16,Transformer,Degraded,Retain
A0701,ZoneX,2009,2013,113.16,3,0.1070745009748551,1688.25,Meter,Obsolete,Sell
A0702,ZoneX,2022,2025,44.99,2,0.4187908337778093,1947.63,Transformer,Degraded,Recycle
A0703,SiteB,2003,2007,78.82,2,0.5880391257342915,947.89,Meter,Obsolete,Sell
A0704,ZoneX,2001,2003,101.73,2,0.6896551215009791,554.17,Meter,Obsolete,Discard
A0705,SiteA,2001,2008,79.68,3,0.3472162766584455,1499.56,Meter,Obsolete,Discard
A0706,ZoneX,2023,2023,55.55,1,0.1611920207199228,1075.5,Sensor,Obsolete,Discard
A0707,ZoneX,2016,2022,85.01,4,0.6221236979728247,568.49,Transformer,Degraded,Retain
A0708,ZoneY,2014,2023,112.32,1,0.2667829474106125,1220.62,Sensor,Obsolete,Sell
A0709,SiteA,2014,2019,144.78,0,0.7915761982016047,1041.66,Transformer,Degraded,Retain
A0710,SiteA,2015,2021,90.2,1,0.4068941572639088,764.06,Sensor,Degraded,Retain
A0711,SiteB,2015,2019,28.58,3,0.3182198576904667,426.44,Sensor,Obsolete,Recycle
A0712,ZoneY,2014,2019,108.4,1,0.0849003695993645,288.47,Sensor,Obsolete,Sell
A0713,SiteA,2020,2022,93.41,2,0.2727667004162524,1263.57,Transformer,Obsolete,Sell
A0714,SiteA,2019,2021,61.94,5,0.9069236810860608,1452.86,Sensor,Degraded,Recycle
A0715,SiteB,2019,2024,142.74,3,0.2248832661684851,1295.84,Meter,Obsolete,Recycle
A0716,SiteB,2023,2024,88.94,3,0.5505204141018458,327.65,Meter,Degraded,Retain
A0717,SiteB,2020,2024,100.33,6,0.9950940674928156,1255.17,Meter,Obsolete,Discard
A0718,SiteA,2008,2013,84.5,3,0.6497971874940716,1760.49,Meter,Obsolete,Recycle
A0719,SiteA,2014,2023,147.0,3,0.7546804210119159,426.69,Transformer,Degraded,Retain
A0720,SiteA,2009,2013,96.76,7,0.5834681524700382,523.64,Sensor,Obsolete,Recycle
A0721,ZoneX,2004,2010,115.49,0,0.5400276003537856,1932.15,Transformer,Obsolete,Discard
A0722,ZoneY,2007,2010,104.76,2,0.7340594892751142,1016.07,Sensor,Obsolete,Discard
A0723,ZoneX,2019,2023,107.35,5,0.8052484439951167,1043.87,Meter,Degraded,Recycle
A0724,SiteA,2012,2013,84.87,3,0.4641325047019696,1955.95,Transformer,Degraded,Recycle
A0725,ZoneX,2013,2021,119.56,5,0.6641039170696865,1652.98,Transformer,Degraded,Retain
A0726,SiteB,2014,2018,123.02,3,0.4879443302036512,1007.27,Sensor,Degraded,Recycle
A0727,ZoneX,2017,2019,51.33,6,0.1816330387220361,1834.17,Sensor,Obsolete,Recycle
A0728,ZoneY,2012,2017,88.2,2,0.280867112786022,1752.38,Transformer,Obsolete,Discard
A0729,ZoneY,2018,2025,60.64,2,0.4529058829756377,295.48,Meter,Degraded,Recycle
A0730,SiteB,2002,2010,116.88,3,0.1513538548589859,1852.42,Sensor,Obsolete,Discard
A0731,ZoneX,2014,2021,123.82,2,0.4229556863703935,686.69,Transformer,Degraded,Recycle
A0732,SiteB,2022,2025,113.24,1,0.3658400160488832,1607.51,Transformer,Obsolete,Discard
A0733,SiteA,2018,2024,135.29,1,0.5438091718364808,1578.37,Sensor,Degraded,Retain
A0734,ZoneX,2008,2014,102.69,4,0.3375226726697489,1443.54,Sensor,Obsolete,Discard
A0735,ZoneX,2013,2018,92.87,4,0.3862043256045711,963.9,Meter,Obsolete,Recycle
A0736,ZoneY,2003,2007,95.59,2,0.2728771933406498,1943.55,Sensor,Obsolete,Recycle
A0737,ZoneX,2010,2014,56.7,2,0.0797200048022494,1746.8,Meter,Obsolete,Recycle
A0738,ZoneX,2022,2025,115.9,4,0.6879404514619103,1423.19,Sensor,Degraded,Retain
A0739,SiteB,2004,2013,142.17,5,0.8910841590803585,897.98,Meter,Obsolete,Sell
A0740,ZoneY,2001,2004,88.21,3,0.8809766233167401,485.55,Transformer,Obsolete,Sell
A0741,SiteB,2023,2025,92.06,6,0.42427737840601,1177.11,Transformer,Obsolete,Sell
A0742,SiteA,2007,2011,94.14,1,0.7465371241093733,1077.89,Sensor,Obsolete,Sell
A0743,SiteB,2019,2024,67.09,5,0.6385838882384318,236.72,Sensor,Degraded,Retain
A0744,ZoneX,2001,2002,59.92,3,0.192678977728961,1961.2,Sensor,Obsolete,Recycle
A0745,ZoneY,2005,2007,116.13,5,0.960885545897212,364.05,Meter,Obsolete,Sell
A0746,ZoneY,2007,2016,150.19,1,0.2691279839896676,1008.04,Transformer,Obsolete,Discard
A0747,SiteA,2018,2021,85.93,3,0.1714418540425554,519.47,Meter,Obsolete,Discard
A0748,ZoneY,2004,2010,155.02,0,0.7574460195047952,1099.47,Sensor,Obsolete,Sell
A0749,ZoneX,2013,2015,108.8,1,0.7055340283264543,1253.87,Transformer,Degraded,Retain
A0750,SiteA,2002,2005,64.7,4,0.4088896603096536,1027.09,Sensor,Obsolete,Discard
A0751,SiteB,2008,2016,84.59,2,0.7889118717429815,1650.75,Sensor,Obsolete,Recycle
A0752,ZoneY,2017,2018,100.17,7,0.8095099100476262,1758.31,Meter,Obsolete,Discard
A0753,SiteA,2015,2017,59.5,2,0.4669155067997307,1967.74,Meter,Degraded,Retain
A0754,SiteB,2009,2010,51.18,1,0.5200118808798968,297.08,Sensor,Obsolete,Discard
A0755,ZoneX,2010,2012,102.65,5,0.5191707939863468,893.09,Sensor,Obsolete,Discard
A0756,SiteB,2009,2017,131.74,2,0.2574759980513229,326.21,Transformer,Obsolete,Recycle
A0757,SiteB,2003,2007,92.0,1,0.1460323180591869,1952.65,Sensor,Obsolete,Sell
A0758,SiteB,2022,2025,127.73,3,0.4061725253228685,532.87,Sensor,Degraded,Retain
A0759,ZoneX,2007,2009,99.02,2,0.7174480533671723,446.54,Transformer,Obsolete,Recycle
A0760,SiteA,2022,2023,97.98,6,0.3492646929978343,823.28,Transformer,Obsolete,Recycle
A0761,ZoneY,2022,2022,60.97,1,0.1948825069003407,1329.17,Sensor,Obsolete,Discard
A0762,ZoneY,2004,2009,88.97,3,0.3690802393972316,1898.42,Meter,Obsolete,Recycle
A0763,ZoneY,2020,2025,80.58,4,0.9039258557492532,427.11,Meter,Degraded,Retain
A0764,ZoneX,2003,2007,105.85,1,0.6870901457227901,1067.31,Sensor,Obsolete,Discard
A0765,ZoneY,2012,2019,99.09,1,0.602367945915768,1749.82,Meter,Degraded,Recycle
A0766,ZoneY,2015,2020,116.65,4,0.6856487885452397,1208.31,Sensor,Degraded,Recycle
A0767,SiteA,2022,2025,94.51,7,0.316814491964356,514.37,Transformer,Obsolete,Discard
A0768,ZoneY,2017,2024,91.62,1,0.3750067459870277,1559.79,Meter,Obsolete,Sell
A0769,SiteB,2007,2009,92.99,3,0.6998568526792462,1649.03,Sensor,Obsolete,Sell
A0770,SiteB,2004,2011,92.54,3,0.4615998719472903,1498.68,Transformer,Obsolete,Discard
A0771,SiteA,2007,2016,129.73,2,0.4418765561560974,1401.68,Meter,Obsolete,Discard
A0772,ZoneY,2021,2022,79.08,4,0.5844660751957068,1606.74,Transformer,Degraded,Retain
A0773,ZoneY,2020,2025,113.07,3,0.0703744066121332,1732.67,Meter,Obsolete,Recycle
A0774,ZoneX,2003,2004,134.21,5,0.4276785905084944,1421.15,Transformer,Obsolete,Recycle
A0775,ZoneX,2004,2004,61.27,2,0.4497530308859119,672.33,Meter,Obsolete,Recycle
A0776,SiteB,2003,2011,138.72,1,0.6269970501365683,1257.85,Sensor,Obsolete,Recycle
A0777,SiteB,2022,2022,95.31,4,0.9475916050097286,651.44,Sensor,Degraded,Retain
A0778,SiteA,2008,2008,159.92,3,0.4733188000814968,294.1,Transformer,Obsolete,Recycle
A0779,SiteA,2008,2013,57.79,2,0.1428248506934509,750.04,Meter,Obsolete,Sell
A0780,ZoneY,2016,2025,100.67,2,0.830930046544743,239.13,Meter,Active,Retain
A0781,SiteB,2022,2025,75.46,3,0.481088217498843,662.3,Transformer,Degraded,Retain
A0782,ZoneY,2012,2020,97.48,5,0.3230226834077002,611.04,Sensor,Obsolete,Sell
A0783,ZoneX,2002,2008,102.98,5,0.2636950221262078,1743.79,Meter,Obsolete,Recycle
A0784,ZoneX,2004,2004,85.92,6,0.9621390676980004,792.84,Sensor,Obsolete,Sell
A0785,ZoneX,2001,2005,89.12,3,0.4417095530301397,1772.88,Meter,Obsolete,Discard
A0786,ZoneY,2014,2018,88.31,2,0.7369692273392038,443.75,Sensor,Degraded,Recycle
A0787,SiteB,2010,2011,131.83,4,0.5485511582516864,1323.0,Sensor,Obsolete,Sell
A0788,SiteB,2003,2010,104.74,8,0.4798920708698166,1543.04,Sensor,Obsolete,Recycle
A0789,SiteB,2008,2014,101.95,4,0.2185514516073894,1272.71,Meter,Obsolete,Discard
A0790,ZoneY,2015,2024,152.19,3,0.5567004346241918,1092.94,Sensor,Degraded,Recycle
A0791,ZoneY,2020,2025,193.53,2,0.2775724133633652,594.15,Meter,Obsolete,Recycle
A0792,ZoneY,2005,2007,109.55,1,0.4316029553268964,336.98,Meter,Obsolete,Sell
A0793,SiteB,2018,2022,86.69,4,0.5037258059555648,1985.2,Meter,Degraded,Recycle
A0794,SiteB,2004,2008,96.53,3,0.8758893428831654,943.77,Transformer,Obsolete,Recycle
A0795,ZoneX,2007,2013,103.89,3,0.7504723190718013,634.85,Transformer,Obsolete,Recycle
A0796,SiteB,2017,2025,90.25,4,0.3403388062570672,1819.02,Sensor,Obsolete,Recycle
A0797,ZoneX,2018,2020,172.79,3,0.2346499549264585,477.31,Sensor,Obsolete,Discard
A0798,ZoneX,2023,2025,99.73,5,0.969960043820252,753.78,Sensor,Degraded,Recycle
A0799,ZoneY,2021,2025,80.75,4,0.1889961593289369,658.65,Sensor,Obsolete,Discard
A0800,ZoneX,2022,2024,69.98,5,0.5570520797545792,1658.93,Sensor,Degraded,Recycle
A0801,SiteA,2006,2009,121.78,2,0.6338607891337118,358.63,Sensor,Obsolete,Sell
A0802,ZoneX,2000,2009,112.79,6,0.4821932770900466,1174.09,Sensor,Obsolete,Recycle
A0803,SiteB,2009,2012,143.92,0,0.2412416630049078,523.1,Transformer,Obsolete,Sell
A0804,ZoneY,2017,2025,131.32,2,0.3459502904014984,1087.43,Meter,Obsolete,Sell
A0805,ZoneY,2020,2020,103.65,4,0.444815535257439,1718.46,Sensor,Degraded,Recycle
A0806,ZoneX,2003,2004,131.79,5,0.1539672961866637,1718.17,Meter,Obsolete,Recycle
A0807,SiteA,2022,2025,86.67,4,0.555165606905871,1679.98,Transformer,Degraded,Retain
A0808,ZoneY,2020,2025,90.52,5,0.4607098882914417,1246.46,Transformer,Degraded,Recycle
A0809,SiteB,2001,2007,124.49,3,0.7365006862622896,1777.88,Transformer,Obsolete,Discard
A0810,SiteA,2000,2007,135.4,3,0.6521102993321988,715.46,Meter,Obsolete,Sell
A0811,SiteA,2016,2021,73.1,0,0.9003174508484535,932.91,Sensor,Active,Retain
A0812,SiteB,2013,2013,57.84,3,0.6879726203112811,675.93,Sensor,Degraded,Recycle
A0813,ZoneY,2001,2006,98.26,1,0.4262892332793735,691.99,Sensor,Obsolete,Recycle
A0814,ZoneY,2016,2022,161.69,4,0.244408899917742,894.46,Sensor,Obsolete,Sell
A0815,ZoneY,2016,2022,137.79,1,0.8235441517618475,838.99,Meter,Active,Retain
A0816,SiteB,2015,2024,118.01,5,0.2345545669641261,1866.42,Sensor,Obsolete,Recycle
A0817,ZoneY,2023,2025,123.81,2,0.2639496400456878,913.44,Transformer,Obsolete,Discard
A0818,ZoneX,2016,2016,49.76,1,0.5637551956204229,1818.65,Meter,Degraded,Retain
A0819,SiteB,2017,2023,104.11,3,0.5357934320019341,1036.5,Meter,Degraded,Recycle
A0820,SiteB,2020,2025,151.77,4,0.6872689830059512,1158.16,Meter,Degraded,Retain
A0821,ZoneX,2010,2011,85.03,3,0.2773160730436357,1298.71,Meter,Obsolete,Discard
A0822,ZoneX,2021,2025,84.23,3,0.7187213195851158,237.68,Meter,Degraded,Recycle
A0823,SiteB,2000,2008,83.06,2,0.7762721552841474,909.18,Transformer,Obsolete,Recycle
A0824,SiteA,2022,2025,99.01,4,0.1621103967922622,1699.0,Meter,Obsolete,Recycle
A0825,SiteB,2016,2023,101.4,4,0.7243749885548648,1769.24,Transformer,Degraded,Retain
A0826,SiteB,2000,2006,54.02,2,0.2138000163568607,441.09,Meter,Obsolete,Discard
A0827,ZoneX,2009,2010,48.37,1,0.8774350939730091,1474.15,Sensor,Obsolete,Sell
A0828,SiteA,2012,2018,91.22,3,0.4591075613508668,279.03,Transformer,Degraded,Retain
A0829,SiteB,2006,2014,119.31,4,0.5241470838820064,1500.16,Meter,Obsolete,Recycle
A0830,ZoneY,2023,2025,124.23,4,0.6662646290257412,1990.15,Meter,Degraded,Retain
A0831,ZoneX,2008,2015,114.56,2,0.3925539097910344,1101.89,Meter,Obsolete,Recycle
A0832,ZoneX,2020,2025,98.54,1,0.3801244542537883,1917.92,Sensor,Obsolete,Discard
A0833,SiteA,2017,2025,41.05,7,0.2878741516365166,301.29,Sensor,Obsolete,Sell
A0834,ZoneX,2020,2020,128.96,3,0.5166664740953145,1113.31,Sensor,Degraded,Recycle
A0835,SiteB,2002,2003,103.23,2,0.3940841634558195,218.13,Transformer,Obsolete,Recycle
A0836,SiteB,2013,2020,98.1,4,0.364134262603474,587.01,Meter,Obsolete,Discard
A0837,ZoneY,2003,2006,104.26,7,0.824794574242876,1062.19,Sensor,Obsolete,Recycle
A0838,SiteA,2009,2014,78.96,3,0.4437027788471686,1677.86,Sensor,Obsolete,Discard
A0839,ZoneX,2005,2013,112.55,2,0.7149542448109699,971.42,Meter,Obsolete,Sell
